,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,ocupa,ocupa2,p01,p02,p02otros,p02cod,p03,p03otros,p03cod,p04,p05_1,p05_2,p05_3,p06,p07,p08,p13,p14,p15,p16,p17,p18,p21,m1,rolhogar,rolhogar2,D12,seguro2_1,seguro2_2,seguro2_3,seguro2_4,jubila,emitedoc_1,emitedoc_2,emitedoc_3,emitedoc_4,emitedoc_5,emitedoc_6,emitedoc_99,TIPOTRAB,Identificacion_ideológica,PONDERADOR,PERCENTAGE,periodo
956,956,956,956,956,956,956,159281418,NSE B2,NSE B,NSE A/B,67,De 40 a más años,SI,Mujer,15,Prov. Const. del Callao,70102,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,NS/NP,Aprueba,Desaprueba,De acuerdo,NS/NP,Sí debe dar el voto de confianza,Mala,Peor,Igual,Muy mala,Peor,Peor,Izquierda,-1,1,1,1,2,1,2,2,2,0,0,1,0,0,0,0,1,Izquierda,0.9254,0.07560784285529987,OCTUBRE 2021
957,957,957,957,957,957,957,159281482,NSE A2,NSE A,NSE A/B,42,De 40 a más años,SI,Mujer,15,Lima,150107,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Peor,Mala,Peor,Peor,Centro,Aprueba,1,1,2,-1,-1,-1,-1,3,1,0,0,0,0,0,0,2,Centro,0.5256,0.042943032423541826,OCTUBRE 2021
958,958,958,958,958,958,958,159281498,NSE B1,NSE B,NSE A/B,41,De 40 a más años,SI,Hombre,16,Maynas,160101,Selva,8,2,-1,-1,3,1,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente con empleados,Trabajador independiente,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Derecha,-1,2,2,2,-1,-1,-1,-1,3,1,1,0,0,0,0,0,2,Derecha,1.0231,0.08359021398882352,OCTUBRE 2021
959,959,959,959,959,959,959,159281508,NSE D,NSE D,NSE D/E,31,De 25 a 39 años,SI,Hombre,22,San Martín,220901,Selva,8,2,-1,-1,3,1,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,NS/NP,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Mala,Peor,Peor,Derecha,-1,2,2,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,0.9194,0.07511762559019095,OCTUBRE 2021
960,960,960,960,960,960,960,159281668,NSE B2,NSE B,NSE A/B,54,De 40 a más años,SI,Mujer,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,No trabaja,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,NS/NP,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Mejor,Regular,Peor,Mejor,NS/NP,Desaprueba,2,2,1,1,1,1,2,1, , , , , , , ,-1, ,0.9254,0.07560784285529987,OCTUBRE 2021
961,961,961,961,961,961,961,159281703,NSE C1,NSE C,NSE C,32,De 25 a 39 años,SI,Hombre,20,Piura,200101,Norte,2,2,-1,-1,1,3,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Mejor,Regular,Peor,Mejor,Centro,-1,1,1,1,2,1,2,2,1,0,0,0,1,0,0,0,1,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
962,962,962,962,962,962,962,159281756,NSE E,NSE E,NSE D/E,35,De 25 a 39 años,SI,Hombre,17,Tambopata,170101,Selva,8,2,-1,-1,3,2,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Mejor,Buena,Peor,Mejor,Derecha,-1,1,1,1,2,1,1,2,3,0,0,1,0,0,0,0,2,Derecha,0.9194,0.07511762559019095,OCTUBRE 2021
963,963,963,963,963,963,963,159281800,NSE E,NSE E,NSE D/E,26,De 25 a 39 años,SI,Hombre,11,Chincha,110201,Sur,4,2,-1,-1,1,1,Peru urbano,1,Secundaria incompleta,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Centro,-1,1,1,1,2,1,2,2,1,0,0,0,1,0,0,0,1,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
964,964,964,964,964,964,964,159281880,NSE B1,NSE B,NSE A/B,23,De 18 a 24 años,SI,Hombre,4,Arequipa,40103,Sur,7,2,-1,-1,2,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Peor,Mejor,Regular,Peor,Mejor,Derecha,-1,3,3,1,1,2,2,1,2,0,1,0,0,0,0,0,1,Derecha,0.9308,0.0760490383938979,OCTUBRE 2021
965,965,965,965,965,965,965,159281888,NSE B2,NSE B,NSE A/B,69,De 40 a más años,SI,Mujer,15,Lima,150130,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,99,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,NS/NP,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Igual,Regular,Peor,Igual,Derecha,Desaprueba,2,2,1,2,1,2,2,3, , , , , , , ,-1,Derecha,0.9254,0.07560784285529987,OCTUBRE 2021
966,966,966,966,966,966,966,159281916,NSE B2,NSE B,NSE A/B,40,De 40 a más años,SI,Hombre,4,Arequipa,40112,Sur,7,2,-1,-1,2,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Peor,Igual,Regular,Peor,Igual,Centro,-1,1,1,1,2,1,1,1,2,0,0,1,0,0,0,0,1,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
967,967,967,967,967,967,967,159281956,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,15,Lima,150125,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,NS/NP, ,-1,El manejo de la economía del país, ,-1,Sí tiene,Desaprueba,Aprueba,Aprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Peor,Mala,Igual,Peor,Centro,Desaprueba,3,3,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.022,0.08350034082355356,OCTUBRE 2021
968,968,968,968,968,968,968,159282070,NSE C2,NSE C,NSE C,29,De 25 a 39 años,SI,Hombre,2,Santa,21801,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,-1,2,2,2,-1,-1,-1,-1,3,0,0,0,0,0,0,1,2,Derecha,0.9194,0.07511762559019095,OCTUBRE 2021
969,969,969,969,969,969,969,159282108,NSE C1,NSE C,NSE C,27,De 25 a 39 años,SI,Hombre,12,Satipo,120601,Selva,8,2,-1,-1,3,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Agricultor,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Peor,Mejor,Centro,-1,1,1,1,2,2,1,99,3,0,0,0,0,0,1,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
970,970,970,970,970,970,970,159282119,NSE C2,NSE C,NSE C,18,De 18 a 24 años,SI,Mujer,4,Arequipa,40112,Sur,7,2,-1,-1,2,1,Peru urbano,1,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Igual,Mejor,Regular,Igual,Mejor,Derecha,-1,3,3,1,2,1,1,2,3, , , , , , , ,-1,Derecha,0.8958,0.07318943768076251,OCTUBRE 2021
971,971,971,971,971,971,971,159282175,NSE D,NSE D,NSE D/E,47,De 40 a más años,SI,Hombre,14,Chiclayo,140108,Norte,2,2,-1,-1,1,2,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Igual,Mala,Peor,Peor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
972,972,972,972,972,972,972,159282203,NSE B2,NSE B,NSE A/B,48,De 40 a más años,SI,Hombre,12,Satipo,120608,Selva,8,2,-1,-1,3,4,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Mala,Igual,Peor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
973,973,973,973,973,973,973,159282208,NSE A1,NSE A,NSE A/B,52,De 40 a más años,SI,Hombre,15,Lima,150114,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,NS/NP, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Centro,Desaprueba,1,1,1,1,1,2,2,2,0,0,1,0,0,0,0,1,Centro,0.5461,0.044617941412663994,OCTUBRE 2021
974,974,974,974,974,974,974,159282221,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Mujer,11,Ica,110101,Sur,4,2,-1,-1,1,4,Peru urbano,1,Superior técnico completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,99,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Igual,Igual,Regular,Igual,Igual,Centro,-1,2,2,1,2,1,2,2,99,0,0,0,0,1,0,0,2,Centro,0.9847,0.0804528234921264,OCTUBRE 2021
975,975,975,975,975,975,975,159282267,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Mujer,14,Chiclayo,140107,Norte,2,2,-1,-1,1,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Estudiante,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,No tiene,Aprueba,Aprueba,Aprueba,En desacuerdo,Aprueba,No debe dar el voto de confianza,Regular,Mejor,Igual,Regular,Igual,Igual,Derecha,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,0.9984,0.08157215291412512,OCTUBRE 2021
976,976,976,976,976,976,976,159282388,NSE E,NSE E,NSE D/E,33,De 25 a 39 años,SI,Hombre,8,Cusco,80103,Sur,7,2,-1,-1,2,4,Peru rural,2,Superior técnico incompleta,Educacion superior,Agricultor,Trabajador independiente,Aprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Mejor,Igual,Centro,-1,3,3,1,1,1,2,1,2,0,0,0,1,0,0,0,1,Centro,1.0247,0.08372093859285257,OCTUBRE 2021
977,977,977,977,977,977,977,159282391,NSE C2,NSE C,NSE C,43,De 40 a más años,SI,Hombre,15,Lima,150133,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,99,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Igual,Mejor,Regular,Peor,Mejor,Izquierda,Desaprueba,1,1,1,2,1,1,2,2,0,0,0,0,0,1,0,2,Izquierda,1.1234,0.09178501260389439,OCTUBRE 2021
978,978,978,978,978,978,978,159282496,NSE E,NSE E,NSE D/E,46,De 40 a más años,SI,Hombre,13,Trujillo,130102,Norte,2,2,-1,-1,1,4,Peru rural,2,Primaria completa,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,NS/NP, ,-1,NS/NP, ,-1,No tiene,Desaprueba,Aprueba,Aprueba,De acuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Derecha,-1,1,1,1,1,1,1,2,3,0,0,0,0,0,0,1,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
979,979,979,979,979,979,979,159282521,NSE C1,NSE C,NSE C,31,De 25 a 39 años,SI,Hombre,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Derecha,Aprueba,1,1,2,-1,-1,-1,-1,2,0,0,0,1,0,0,0,2,Derecha,1.0095,0.08247905485457664,OCTUBRE 2021
980,980,980,980,980,980,980,159282531,NSE C2,NSE C,NSE C,22,De 18 a 24 años,SI,Mujer,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Empleado del hogar,Trabajador independiente,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,Desaprueba,3,3,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,0.9837,0.08037112061460826,OCTUBRE 2021
981,981,981,981,981,981,981,159282544,NSE D,NSE D,NSE D/E,33,De 25 a 39 años,SI,Hombre,13,Chepén,130401,Norte,2,2,-1,-1,1,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Mejor,Mala,Igual,Mejor,Centro,-1,1,1,1,2,1,1,2,1,0,0,0,0,0,1,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
982,982,982,982,982,982,982,159282643,NSE C1,NSE C,NSE C,20,De 18 a 24 años,SI,Hombre,6,Cajamarca,60108,Norte,5,2,-1,-1,2,4,Peru urbano,1,Superior técnico completa,Educacion superior,No trabaja,No trabaja,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Igual,Mala,Peor,Igual,Centro,-1,3,3,1,2,2,1,2,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
983,983,983,983,983,983,983,159282658,NSE D,NSE D,NSE D/E,25,De 25 a 39 años,SI,Hombre,13,Trujillo,130105,Norte,2,2,-1,-1,1,4,Peru rural,2,Superior técnico completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,NS/NP,Aprueba,Desaprueba,Aprueba,NS/NP,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Mejor,Regular,Igual,Mejor,Centro,-1,3,3,2,-1,-1,-1,-1,1,0,0,0,0,0,1,0,2,Centro,1.0247,0.08372093859285257,OCTUBRE 2021
984,984,984,984,984,984,984,159282722,NSE E,NSE E,NSE D/E,34,De 25 a 39 años,SI,Mujer,1,Bagua,10205,Selva,8,2,-1,-1,3,4,Peru rural,2,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,Sí tiene,Aprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,NS/NP,Muy mala,Mejor,Mejor,Muy mala,NS/NP,Mejor,Izquierda,-1,1,1,1,2,2,1,2,1, , , , , , , ,-1,Izquierda,0.9862,0.08057537780840364,OCTUBRE 2021
985,985,985,985,985,985,985,159282897,NSE B2,NSE B,NSE A/B,18,De 18 a 24 años,SI,Mujer,4,Arequipa,40107,Sur,7,2,-1,-1,2,1,Peru urbano,1,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,Mejor,Centro,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.8958,0.07318943768076251,OCTUBRE 2021
986,986,986,986,986,986,986,159282905,NSE E,NSE E,NSE D/E,35,De 25 a 39 años,SI,Mujer,20,Morropón,200401,Norte,2,2,-1,-1,1,4,Peru rural,2,Primaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Muy mala,Peor,Peor,Derecha,-1,2,2,1,1,1,1,2,3,0,0,0,1,0,0,0,2,Derecha,0.9862,0.08057537780840364,OCTUBRE 2021
987,987,987,987,987,987,987,159282942,NSE C1,NSE C,NSE C,33,De 25 a 39 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que una persona humilde sea Presidente del Perú, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Peor,Mejor,Centro,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.0095,0.08247905485457664,OCTUBRE 2021
988,988,988,988,988,988,988,159283028,NSE C2,NSE C,NSE C,40,De 40 a más años,SI,Mujer,15,Lima,150123,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,NS/NP,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,NS/NP,Igual,Igual,Regular,Igual,NS/NP,Derecha,Aprueba,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,1.0812,0.08833715117262829,OCTUBRE 2021
989,989,989,989,989,989,989,159283094,NSE B1,NSE B,NSE A/B,32,De 25 a 39 años,SI,Mujer,14,Chiclayo,140101,Norte,2,2,-1,-1,1,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Ofrece cambios,EN LOS CAMBIOS QUE PIENSA HACER,8,Que no lo dejan trabajar,NO LE DEJAN GOBERNAR,7,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Mejor,Mejor,Centro,-1,2,2,1,2,1,2,2,1,0,0,0,1,0,0,0,1,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
990,990,990,990,990,990,990,159283149,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,16,Maynas,160108,Selva,8,2,-1,-1,3,3,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,0.9847,0.0804528234921264,OCTUBRE 2021
991,991,991,991,991,991,991,159283151,NSE A2,NSE A,NSE A/B,57,De 40 a más años,SI,Mujer,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Peor,Igual,Regular,Igual,Mejor,Centro,Desaprueba,2,2,1,2,1,2,2,2,0,0,1,0,0,0,0,1,Centro,0.5256,0.042943032423541826,OCTUBRE 2021
992,992,992,992,992,992,992,159283166,NSE E,NSE E,NSE D/E,24,De 18 a 24 años,SI,Mujer,20,Piura,200101,Norte,2,2,-1,-1,1,3,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Izquierda,-1,4,3,1,1,1,2,1,1,0,0,0,1,0,0,0,1,Izquierda,0.8958,0.07318943768076251,OCTUBRE 2021
993,993,993,993,993,993,993,159283174,NSE D,NSE D,NSE D/E,65,De 40 a más años,SI,Mujer,8,La Convención,80902,Selva,8,2,-1,-1,3,4,Peru rural,2,Primaria incompleta,Educacion Basica,No trabaja,No trabaja,Aprueba,Que se preocupa por los que menos tienen,LOS BONOS YA QUE NUNCA HABIA RECIBIDO,2,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Aprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Igual,Regular,Igual,Igual,Centro,-1,1,1,1,1,1,1,2,3, , , , , , , ,-1,Centro,1.0974,0.08966073778842239,OCTUBRE 2021
994,994,994,994,994,994,994,159283192,NSE C1,NSE C,NSE C,28,De 25 a 39 años,SI,Hombre,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que se preocupa por los que menos tienen,QUE ESTA GENERANDO LA INCLUSION SOCIAL,2,NS/NP, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy buena,Mejor,Mejor,NS/NP,Mejor,Mejor,Izquierda,Desaprueba,3,3,1,2,1,1,2,1,0,0,0,1,0,0,0,1,Izquierda,1.0095,0.08247905485457664,OCTUBRE 2021
995,995,995,995,995,995,995,159283207,NSE C1,NSE C,NSE C,29,De 25 a 39 años,SI,Mujer,25,Padre Abad,250303,Selva,8,2,-1,-1,3,5,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Mala,Peor,Mejor,Regular,Peor,Mejor,Centro,-1,1,1,1,2,2,1,2,3,1,0,0,0,0,0,0,2,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
996,996,996,996,996,996,996,159283209,NSE C1,NSE C,NSE C,23,De 18 a 24 años,SI,Hombre,15,Lima,150110,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,99,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,No tiene,Aprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Mejor,Mejor,Centro,Desaprueba,3,3,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Centro,1.022,0.08350034082355356,OCTUBRE 2021
